customer_account_no,customer_name,created_on,created_by,updated_on,updated_by,fax_no,sponsor_name,po_box_no,email_address,telephone_no,state,street_no,zone,country,building_no,customer_category_id,unit_no,customer_group_code_id,customer_account_type,status_id,mobile_no,outlet_classification,latitude,outlet_type,department_id,outlet_category,parent_outlet,longtitude,cr_no,contact_person,sponsor_contact_no,area_name,area_name_id,cr_license,guarantee,customer_form,sponsor_id
07-15825,AL HAIL GROCERY,,,,,4443806,,3582,,4443806,DOHA,,,QATAR,,,,,2,1,4443806,,,,3,,,,,,,,,,,,
07-15826,AL SULAITY GROCERY,,,,,44327328,,,,44327328,DOHA,,,QATAR,,,,,2,1,44327328,,,,3,,,,,,,,,,,,
07-15827,ABDULLAH AL MAZADI GROCERY,,,,,4432012,,3403,,4432012,DOHA,,27,QATAR,,,,,2,1,66100594,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-1736,HAZEL TRADING AND CONT CO,,,,,44687366,,32279,,44602191,DOHA,,56,QATAR,,,,,2,1,44602191,,,,3,,,,,,,Abu Hamour,,,,,
07-36417,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Bu Fasseela,,,,,
07-36418,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,KATARA VILLAGE,,,,,
07-15830,NAJOOM SEALINE S/M,,,,,,,31886,,55060791,DOHA,,92,QATAR,,,,,2,1,55060791,,,,3,,,,,,,mesaieed,,,,,
07-15833,FALAB FOOD CENTRE,,,,,44341431,,,,44341456,DOHA,,22,QATAR,,,,,2,1,55374376,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-335-1,MOVENPICK TOWER & SUITS,,,,,44966608,,22752,,44966600,DOHA,,63,QATAR,,,,,2,1,44966600,,,,3,,,,,,,Onaiza,,,,,
07-15835,DIPLOMATIC SUPERMARKET,,,,,,,,,66752619,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
07-15836,MOGELI FOR TOBACCO & IT'S PRODUCTS' TRADING C,,,,,,,11530,,55166221,DOHA,,,QATAR,,,,,2,1,44126622,,,,3,,,,,,,AL MAAZER,,,,,
07-15837,STAR FOOD STUFF,,,,,,,2432,,55210729,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-15839,COUNTRY SUPERMARKET,,,,,,,82748,,44144901,DOHA,,90,QATAR,,,,,2,1,66898292,,,,3,,,,,,,Al Wakrah,,,,,
07-36419,WOQOD (QATAR FUEL),,,,,,,7777,,40217218,DOHA,,,QATAR,,,,,2,1,40217218,,,,3,,,,,,,LEKHDEIRA,,,,,
07-36420,WOQOD (QATAR FUEL),,,,,,,7777,,40217218,DOHA,,,QATAR,,,,,2,1,40217218,,,,3,,,,,,,WOQOD TOWER,,,,,
07-15840,SMART AND MART,,,,,44369433,,33140,,30051965,DOHA,,57,QATAR,,,,,2,1,30051965,,,,3,,,,,,,Industrial Area,,,,,
07-15841,YOUSEF RIDA SMOKING ACCESSORIES,,,,,,,365,,44145300,DOHA,,,QATAR,,,,,2,1,55856119,,,,3,,,,,,,MEIZAR,,,,,
07-15842,VAN SALE - JABIR,,,,,,,,,70051511,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15844,MUHAMMED ASHRAF-VAN SALE,,,,,,,,,77373830,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15845,MOHAMMED KARAVIL-VAN SALE,,,,,44502318,,,,44472795,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-15847,SHAHUL HAMEED- VAN SALE,,,,,,,,,30093007,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-15848,FOCUS FOOD CENTER,,,,,,,,,44428538,DOHA,,38,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sadd,,,,,
07-36421,WOQOD (QATAR FUEL),,,,,,,7777,,40217433,DOHA,,,QATAR,,,,,2,1,40217433,,,,3,,,,,,,RAWDATH HAMAMA,,,,,
07-15851,FAZ S/M,,,,,,,41248,,44600538,DOHA,,57,QATAR,,,,,2,1,55655856,,,,3,,,,,,,Industrial Area,,,,,
07-15852,YOUSEF REDA SMOKING GOODS,,,,,44430810,,365,,44151617,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15853,MODERN TWO PALACE GROCERY,,,,,,,80432,,44649025,DOHA,,90,QATAR,,,,,2,1,55525281,,,,3,,,,,,,Al Wakrah,,,,,
07-15854,FIRDOUS FOOD STUFF,,,,,,,1779,,44364831,DOHA,,,QATAR,,,,,2,1,77127003,,,,3,,,,,,,MUNTAZAH,,,,,
07-15855,ZUBAIDHA GROCERY,,,,,,,30910,,44326651,DOHA,,14,QATAR,,,,,2,1,55436844,,,,3,,,,,,,Fereej Abdel Aziz,,,,,
07-15856,BLUE SEA FOOD MART,,,,,,,14262,,44633917,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15857,AL SALAM GROCERY,,,,,,,80502,,44644537,DOHA,,90,QATAR,,,,,2,1,55637519,,,,3,,,,,,,Al Wakrah,,,,,
07-15858,DIAMOND SHOPPING CENTRE,,,,,44147319,,44206,,44147320,DOHA,,80,QATAR,,,,,2,1,44147320,,,,3,,,,,,,Al Shahaniya,,,,,
07-17342,LOGIC FRESH MART,,,,,44371913,,16842,,44160800,DOHA,,90,QATAR,,,,,2,1,70489640,,,,3,,,,,,,Al Wakrah,,,,,
07-17343,LOGIC MART,,,,,44371913,,16842,,44154127,DOHA,,90,QATAR,,,,,2,1,70489640,,,,3,,,,,,,Al Wakrah,,,,,
07-17344,LOGIC FOOD CENTRE,,,,,44371913,,16842,,44314353,DOHA,,26,QATAR,,,,,2,1,70489640,,,,3,,,,,,,Najma,,,,,
07-17345,LOGIC EXPRESS SERVICE,,,,,44371913,,16842,,44314353,DOHA,,90,QATAR,,,,,2,1,70489640,,,,3,,,,,,,Al Wakrah,,,,,
07-11410,GRAND MART LOGISTIC VILLAGE QATAR,,,,,44654849,,13037,,44357214,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15859,VENDEX INT'L TRADING CO.,,,,,4464 5621,,3090,,4478 6984,DOHA,,33,QATAR,,,,,2,1,,,,,3,,,,,,,Al Markhiyah,,,,,26663400973
07-1743,GRAND MALL W.L.L,,,,,44113611,,40465,,44113511,DOHA,,56,QATAR,,,,,2,1,44113511,,,,3,,,,,,,Mesaimeer,,,,,
07-11411,GRAND MART TRADING CO. WLL,,,,,44654849,,13037,,44357214,DOHA,,,QATAR,,,,,2,1,44357214,,,,3,,,,,,,NEW DOHA,,,,,
07-36422,WOQOD (QATAR FUEL),,,,,,,7777,,40217433,DOHA,,96,QATAR,,,,,2,1,40217433,,,,3,,,,,,,Abu Samra,,,,,
07-36423,WOQOD (QATAR FUEL),,,,,,,7777,,40217433,DOHA,,66,QATAR,,,,,2,1,40217433,,,,3,,,,,,,The Pearl,,,,,
07-36424,WOQOD (QATAR FUEL),,,,,,,7777,,40217433,DOHA,,92,QATAR,,,,,2,1,40217433,,,,3,,,,,,,mesaieed,,,,,
07-36425,WOQOD(QATAR FUEL),,,,,,,7777,,40217433,DOHA,,92,QATAR,,,,,2,1,40217433,,,,3,,,,,,,mesaieed,,,,,
07-16991,RETAIL MART,,,,,,,9138,,44276968,DOHA,,57,QATAR,,,,,2,1,44276968,,,,3,,,,,,,Industrial Area,,,,,
07-15861,FRIDAY MARKET (EZDAN 32),,,,,,,,,70720525,DOHA,,90,QATAR,,,,,2,1,70720525,,,,3,,,,,,,Al Wakrah,,,,,
07-15862,GREEN TECH SUPERMARKET (EZDAN 9),,,,,,,,,74737313,DOHA,,90,QATAR,,,,,2,1,74737313,,,,3,,,,,,,Al Wakrah,,,,,
07-15863,MY MART FOOD STUFF,,,,,,,201485,,44151478,DOHA,,90,QATAR,,,,,2,1,33031265,,,,3,,,,,,,Al Wakrah,,,,,
07-15864,BAITH AL HURIYA,,,,,,,,,77018100,DOHA,,90,QATAR,,,,,2,1,77018100,,,,3,,,,,,,Al Wakrah,,,,,
07-17421,FOOD HALL,,,,,,,,,NULL,DOHA,,61,QATAR,,,,,2,1,44469888,,,,3,,,,,,,Al Dafna,,,,,
07-15881,AL ARAFA SUPERMARKET,,,,,,,,,4460 7344,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-15882,LIBERTY GROCERY,,,,,,,,,4475 5485,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,OLD SALATA,,,,,
07-15885,CORNER TRADE CENTRE S/M,,,,,,,,,4441 6615,DOHA,,57,QATAR,,,,,2,1,5546 9224,,,,3,,,,,,,Industrial Area,,,,,
07-15886,ALMUFTAH SUPER MARKET,,,,,,,6240,,4480 0673,DOHA,,53,QATAR,,,,,2,1,7711 9038,,,,3,,,,,,,New Al Rayyan,,,,,
07-15887,BANGLADESH FOOD CENTRE,,,,,,,7552,,6662 9113,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-15888,SAHANAYA FOOD CENTRE,,,,,,,,,3301 3755,DOHA,,92,QATAR,,,,,2,1,7004 9304,,,,3,,,,,,,Mesaieed,,,,,
07-15889,AL ISTIQAMA FOOD STORE,,,,,5504 8051,,30359,,4480 2265,DOHA,,52,QATAR,,,,,2,1,,,,,3,,,,,,,Old Al Rayyan,,,,,
07-15890,ABDULLA ALI BUMATHAR S/M,,,,,,,,,4478 4317,DOHA,,79,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharrafa,,,,,
07-15891,UNITED GROCERY,,,,,,,,,4471 5960,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15892,MUGHALI SMOKING CENTRE,,,,,,,,,7719 0001,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15893,KYAS TRADING & CONTRACTING,,,,,44364879,,22531,,4436 2951,DOHA,,27,QATAR,,,,,2,1,4436 4879,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-31419,AL MEERA CONSUMER GOOD CO.,,,,,,,,,NULL,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Aziziya,,,,,
07-31420,AL MEERA CONSUMER GOOD CO.,,,,,,,3371,,NULL,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,
07-36426,WOQOD(QATAR FUEL,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,al Wajba,,,,,
07-36427,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,LEJMILIYA,,,,,
07-15894,FOODWORLD AMWAJ,,,,,,,,,70111777,DOHA,,92,QATAR,,,,,2,1,,,,,3,,,,,,,Mesaieed,,,,,
07-15895,FOOD POINT SUPERMARKET,,,,,,,,,4463 3147,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15896,BROAD WAY,,,,,4481 1577,,201820,,4481 1677,DOHA,,57,QATAR,,,,,2,1,74492040,,,,3,,,,,,,Industrial Area,,,,,
07-1748,DIAMOND SHOPPING CENTER,,,,,44147319,,44206,,44147320,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,27263400918
07-1749,STOP N SHOP,,,,,44641726,,44206,,44641606,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,27263400918
07-1750,TWENTY FOUR SEVEN,,,,,44154011,,1391,,44154011,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Aziziya,,,,,29063401120
07-15897,BABIL TRADING,,,,,,,,,33775725,DOHA,,32,QATAR,,,,,2,1,,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-15898,MITHUS FOOD CENTRE,,,,,,,,,77690414,DOHA,,57,QATAR,,,,,2,1,44580831,,,,3,,,,,,,Industrial Area,,,,,
07-15899,NOOR AL NAJOOM,,,,,,,6063,,77756553,DOHA,,5,QATAR,,,,,2,1,44410802,,,,3,,,,,,,Fereej Al Asmakh,,,,,
07-1753,WORLD WIDE GROUP FOR TRAD & CONT,,,,,44500769,,92637,,44502279,DOHA,,55,QATAR,,,,,2,1,44502279,,,,3,,,,,,,Al Aziziya,,,,,
07-17521,DREAMS HYPERMARKET,,,,,44318042,,31124,,44689384,DOHA,,74,QATAR,,,,,2,1,44689384,,,,3,,,,,,,Al Khor,,,,,27963400883
07-1754,RAMEZ SHOPPING,,,,,44134467,,22610,,44134502,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-31423,AL MEERA CONSUMER GOOD CO.,,,,,,,,,NULL,DOHA,,75,QATAR,,,,,2,1,,,,,3,,,,,,,Al Thakhira,,,,,
07-17541,RAMEZ SHOPPING,,,,,44134467,,22610,,44134502,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-15900,BIN YOUSUF TRADING S/M,,,,,,,5352,,44712420,DOHA,,86,QATAR,,,,,2,1,30601718,,,,3,,,,,,,Dukhan,,,,,
07-15901,DOHA S/M,,,,,55312833,,14787,,NULL,DOHA,,71,QATAR,,,,,2,1,66744074,,,,3,,,,,,,Umm Salal Mohammed,,,,,
07-15902,DAY MART,,,,,,,2928,,44310622,DOHA,,37,QATAR,,,,,2,1,77439526,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-15903,NULL,,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,,,,,,
07-1755,BROADWAY WHOLESALE POINT,,,,,44811577,,201820,,40375920,DOHA,,57,QATAR,,,,,2,1,44811677,,,,3,,,,,,,Industrial Area,,,,,
07-15905,AL-RABITH SUPERMARKET,,,,,7787 0097,,,,4416 4083,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-15906,MOHD.ABOOBUCKER,,,,,7003 8082,,,,NULL,DOHA,,15,QATAR,,,,,2,1,,,,,3,,,,,,,Al Doha Al Jadeeda,,,,,
07-15907,KK.TRADING ILYAS KUNIYIL -VAN SALE,,,,,,,,,77909025,DOHA,,45,QATAR,,,,,2,1,,,,,3,,,,,,,Old Airport,,,,,
07-15908,FAISAL COLD STORE,,,,,,,,,44781384,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Old Murra,,,,,
07-15909,DEERTANA SUPERMARKET,,,,,,,,,30601718,DOHA,,86,QATAR,,,,,2,1,,,,,3,,,,,,,Dukhan,,,,,
07-15910,SALEEM-VAN SALES,,,,,,,,,77481777,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15911,KK TRADING A. MUSTHAQ-VAN SALE,,,,,,,,,33203375,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-15912,KASSIM MEETHAL-(HAMEED)VAN SALE,,,,,,,,,30068200,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-15913,JABIR MEETHAL-(HAMEED)VAN SALE,,,,,,,,,70985545,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-15914,AWRAD FOOD CENTRE,,,,,,,7757,,70288280,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-15915,SEE VIEW SUPERMARKET,,,,,,,,,40378631,DOHA,,75,QATAR,,,,,2,1,77401721,,,,3,,,,,,,Al Thakhira,,,,,
07-15916,AZMEER SHOPPING COMPLEX,,,,,,,,,77235895,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15917,SAHARA FOOD CENTRE,,,,,,,4523,,77809929,DOHA,,78,QATAR,,,,,2,1,,,,,3,,,,,,,Al Zubara,,,,,
07-15918,HALIMA GROCERY,,,,,,,40906,,33603018,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15919,BAWBAT HOMS SUPER MARKET,,,,,,,96068,,66898399,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,MAIZAR TOBA ROT,,,,,
07-15920,AZMEER - SHAHANIYA,,,,,,,,,70023003,DOHA,,80,QATAR,,,,,2,1,77656264,,,,3,,,,,,,Al Shahaniya,,,,,
07-15921,MOGHELI-GHARAFA,,,,,,,11530,,55166122,DOHA,,79,QATAR,,,,,2,1,44871776,,,,3,,,,,,,Al Gharrafa,,,,,
07-15922,LA VIOLA SUPERMARKET,,,,,,,,,74061297,DOHA,,92,QATAR,,,,,2,1,76061297,,,,3,,,,,,,Mesaieed,,,,,
07-36428,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,66,QATAR,,,,,2,1,,,,,3,,,,,,,Leqtaifiya,,,,,
07-31425,AL MEERA CONSUMER GOOD CO.,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,al Wajba,,,,,
07-36429,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-2676,AL SHAJARA SUPERMARKET,,,,,,,44034,,55086615,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-2294,BU AHAMMED SUPERMARKET,,,,,,,,,NULL,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-2322,EASSA SUPERMARKET,,,,,,,,,NULL,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-14643,AL EZBA SM,,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,,,,,,
07-16992,RETAIL MART,,,,,,,,,5536 8083,DOHA,,93,QATAR,,,,,2,1,,,,,3,,,,,,,Mesaieed Industrial Area,,,,,
07-15923,BAAB AL RAYYAN SUPER MARKET,,,,,4468 6200,,637,,4481 0330,DOHA,,53,QATAR,,,,,2,1,5020 4145,,,,3,,,,,,,New Al Rayyan,,,,,
07-15924,LOALOAT ELHIJAZ,,,,,,,,,7071 3003,DOHA,,56,QATAR,,,,,2,1,7004 5709,,,,3,,,,,,,Ain Khaled,,,,,
07-15925,METRO FOOD MART,,,,,4417 2036,,,,4417 2035,DOHA,,53,QATAR,,,,,2,1,5064 3991,,,,3,,,,,,,Muaither,,,,,
07-15946,MIRACLE TRADING,,,,,,,,,3125 7676,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-36433,WOQUD (QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,MAZHABIYA,,,,,
07-36434,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,SUDANTHEEL,,,,,
07-36435,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,SIMAISMA,,,,,
07-36436,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,AIN SENAN P/S,,,,,
07-15947,SAHARA GROCERY,,,,,(MOB)5535 3163,,,,4431 0846,DOHA,,22,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-15948,MARGINE SUPER MARKET,,,,,,,,,4038 5853,DOHA,,22,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-15949,SOLAR SUPER MARKET,,,,,(MOB)7782 0598,,,,4431 6798,DOHA,,22,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Mahmoud,,,,,
07-15950,MUMTAZ SUPER MARKET,,,,,(MOB)3053 6647,,80092,,4454 1458,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15951,SAVE MART SUPER MARKET,,,,,,,,,4463 1422,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15952,SUNSHINE SUPER MARKET,,,,,,,9823,,3114 3389,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15953,AL MAJID SUPER MARKET,,,,,,,,,3057 1527,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15954,FOOD COURT,,,,,,,,,4464 1688,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15955,NEW AL ZUHOOR SUPER MARKET,,,,,(MOB)6624 8315,,,,4416 5050,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15956,AL BITTAR SUPER MARKET,,,,,(MOB)7009 3606,,,,4411 9144,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-15957,CHINA CAMP,,,,,,,,,3126 5660,DOHA,,92,QATAR,,,,,2,1,,,,,3,,,,,,,Mesaieed,,,,,
07-15958,PISTAK,,,,,,,,,5541 5932,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-17161,REGENCY SHOPPING COMPLEX,,,,,4450 3060,,10407,,4427 5500,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Salal Ali,,,,,27663401165
07-15959,MANGO SUPER MARKET,,,,,,,,,7707 6727,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15960,GADFEE GROUP,,,,,,,,,3350 5023,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-15961,FOOD CENTRE,,,,,,,80364,,NULL,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-1768,PLAY CINEMA/NOVO CINEMA,,,,,,,24953,,4428 2828,DOHA,,66,QATAR,,,,,2,1,,,,,3,,,,,,,The Pearl,,,,,28263400637
07-36438,WOQOD ( QATAR FUEL),,,,,,,,,NULL,DOHA,,91,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wukair,,,,,
07-15977,CORNER RETAIL MART,,,,,,,,,4444 6086,DOHA,,54,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Soudan,,,,,
07-15978,GREEN CITY HYPER MARKET,,,,,,,,,4442 0477,DOHA,,54,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Soudan,,,,,
07-428C,NEW TAIF HYPER MARKET CO,,,,,4436 6553,,14903,,4436 6552,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,27663401165
07-17431,GRAND EXPRESS W.L.L,,,,,44113611,,40465,grandqatar@grandhyper.com,44113511,DOHA,,91,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wukair,,,,,25763400792
07-36439,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-36440,WOQOD (QATAR FUEL),,,,,,,,,NULL,DOHA,,52,QATAR,,,,,2,1,,,,,3,,,,,,,Old Al Rayyan,,,,,
07-36441,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,3,QATAR,,,,,2,1,,,,,3,,,,,,,Mushayrib,,,,,
07-15979,HOP N SHOP MARKET,,,,,4037 5894,,24871,,4037 7048,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-36442,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-36443,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,ABUNAKHALA,,,,,
07-187-4,FAMILY FOOD CENTRE,,,,,,,5483,,4447 7456,DOHA,,70,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kheesa,,,,,
07-15980,JEFE MINI MART,,,,,6611 0008,,,,4418 1834,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-36446,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,MUNTAZAH,,,,,
07-36447,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,THEMAID,,,,,
07-36448,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shamal,,,,,
07-36449,WOQOD(QATAR FUEL),,,,,,,,,NULL,AL KHOR,,,QATAR,,,,,2,1,,,,,3,,,,,,,AL EQDA,,,,,
07-36450,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,91,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wukair,,,,,
07-1771,FALCON COOKIES,,,,,44176949,,11104,,44176949,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,28663403838
07-1772,"DODDA,S SWEETS TRADING",,,,,,,1712,,NULL,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,27963401319
07-1775,UNCLE ALI MARKETS,,,,,4432 1212,,10,,4444 4757,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,NEW DOHA,,,,,27663400054
07-1776,METRO MART,,,,,,,10045,,4471 2536,DOHA,,61,QATAR,,,,,2,1,,,,,3,,,,,,,Al Dafna,,,,,26363400415
07-36451,WOQOD (QATAR FUEL),,,,,,,,,NULL,DOHA,,69,QATAR,,,,,2,1,,,,,3,,,,,,,Lusail,,,,,
07-15999,CDC CAMP,,,,,,,,,5528 8290,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Aziziya,,,,,
07-16000,HLG CAMP,,,,,,,,,5541 8995,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,UMM ALAFAI,,,,,
07-16001,FINE MART,,,,,,,,,3053 4975,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16002,FALCON CAMP,,,,,,,,,5547 2935,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,UMM ALAFAI,,,,,
07-16003,GREEN CAMP,,,,,,,,,5584 6980,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,UMM ALAFAI,,,,,
07-16005,NASAEM SUPER MARKET,,,,,,,,,3345 1867,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16006,DAEWOO SUPER MARKET,,,,,,,,,3147 5959,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16007,BANGLADESH SUPER MARKET,,,,,,,,,3311 7921,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16008,SANA SUPER MARKET,,,,,,,,,4478 6784,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16009,SALE MARKET,,,,,,,,,3084 5959,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16010,STRAWBERRY SUPER MARKET,,,,,,,,,7011 4003,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
